id|nazwa|woj_id|województwo|pow_id|powiat|rodzaj
022501|Zawidów|02|dolnośląskie|0225|zgorzelecki|"gmina miejska"
022502|Zgorzelec|02|dolnośląskie|0225|zgorzelecki|"gmina miejska"
022503|Bogatynia|02|dolnośląskie|0225|zgorzelecki|"gmina miejsko-wiejska, miasto, obszar wiejski"
022504|Pieńsk|02|dolnośląskie|0225|zgorzelecki|"gmina miejsko-wiejska, miasto, obszar wiejski"
022505|Sulików|02|dolnośląskie|0225|zgorzelecki|"gmina wiejska"
022506|Węgliniec|02|dolnośląskie|0225|zgorzelecki|"gmina miejsko-wiejska, miasto, obszar wiejski"
022507|Zgorzelec|02|dolnośląskie|0225|zgorzelecki|"gmina wiejska"
022601|Wojcieszów|02|dolnośląskie|0226|złotoryjski|"gmina miejska"
022602|Złotoryja|02|dolnośląskie|0226|złotoryjski|"gmina miejska"
022603|Pielgrzymka|02|dolnośląskie|0226|złotoryjski|"gmina wiejska"
022604|Świerzawa|02|dolnośląskie|0226|złotoryjski|"gmina miejsko-wiejska, miasto, obszar wiejski"
022605|Zagrodno|02|dolnośląskie|0226|złotoryjski|"gmina wiejska"
022606|Złotoryja|02|dolnośląskie|0226|złotoryjski|"gmina wiejska"
026101|"Jelenia Góra"|02|dolnośląskie|0261|"Jelenia Góra"|"gmina miejska"
026201|Legnica|02|dolnośląskie|0262|Legnica|"gmina miejska"
026401|Wrocław|02|dolnośląskie|0264|Wrocław|"gmina miejska"
026402|Wrocław-Fabryczna|02|dolnośląskie|0264|Wrocław|delegatura
026403|Wrocław-Krzyki|02|dolnośląskie|0264|Wrocław|delegatura
026404|"Wrocław-Psie Pole"|02|dolnośląskie|0264|Wrocław|delegatura
026405|"Wrocław-Stare Miasto"|02|dolnośląskie|0264|Wrocław|delegatura
026406|Wrocław-Śródmieście|02|dolnośląskie|0264|Wrocław|delegatura
026501|Wałbrzych|02|dolnośląskie|0265|Wałbrzych|"gmina miejska"
040101|"Aleksandrów Kujawski"|04|kujawsko-pomorskie|0401|aleksandrowski|"gmina miejska"
040102|Ciechocinek|04|kujawsko-pomorskie|0401|aleksandrowski|"gmina miejska"
040103|Nieszawa|04|kujawsko-pomorskie|0401|aleksandrowski|"gmina miejska"
040104|"Aleksandrów Kujawski"|04|kujawsko-pomorskie|0401|aleksandrowski|"gmina wiejska"
040105|Bądkowo|04|kujawsko-pomorskie|0401|aleksandrowski|"gmina wiejska"
040106|Koneck|04|kujawsko-pomorskie|0401|aleksandrowski|"gmina wiejska"
040107|Raciążek|04|kujawsko-pomorskie|0401|aleksandrowski|"gmina wiejska"
040108|Waganiec|04|kujawsko-pomorskie|0401|aleksandrowski|"gmina wiejska"
040109|Zakrzewo|04|kujawsko-pomorskie|0401|aleksandrowski|"gmina wiejska"
040201|Brodnica|04|kujawsko-pomorskie|0402|brodnicki|"gmina miejska"
040202|Bobrowo|04|kujawsko-pomorskie|0402|brodnicki|"gmina wiejska"
040203|Brodnica|04|kujawsko-pomorskie|0402|brodnicki|"gmina wiejska"
040204|Brzozie|04|kujawsko-pomorskie|0402|brodnicki|"gmina wiejska"
040205|Górzno|04|kujawsko-pomorskie|0402|brodnicki|"gmina miejsko-wiejska, miasto, obszar wiejski"
040206|Bartniczka|04|kujawsko-pomorskie|0402|brodnicki|"gmina wiejska"
040207|"Jabłonowo Pomorskie"|04|kujawsko-pomorskie|0402|brodnicki|"gmina miejsko-wiejska, miasto, obszar wiejski"
040208|Osiek|04|kujawsko-pomorskie|0402|brodnicki|"gmina wiejska"
040209|Świedziebnia|04|kujawsko-pomorskie|0402|brodnicki|"gmina wiejska"
040210|Zbiczno|04|kujawsko-pomorskie|0402|brodnicki|"gmina wiejska"
040301|"Białe Błota"|04|kujawsko-pomorskie|0403|bydgoski|"gmina wiejska"
040302|"Dąbrowa Chełmińska"|04|kujawsko-pomorskie|0403|bydgoski|"gmina wiejska"
040303|Dobrcz|04|kujawsko-pomorskie|0403|bydgoski|"gmina wiejska"
040304|Koronowo|04|kujawsko-pomorskie|0403|bydgoski|"gmina miejsko-wiejska, miasto, obszar wiejski"
040305|"Nowa Wieś Wielka"|04|kujawsko-pomorskie|0403|bydgoski|"gmina wiejska"
040306|Osielsko|04|kujawsko-pomorskie|0403|bydgoski|"gmina wiejska"
040307|Sicienko|04|kujawsko-pomorskie|0403|bydgoski|"gmina wiejska"
040308|"Solec Kujawski"|04|kujawsko-pomorskie|0403|bydgoski|"gmina miejsko-wiejska, miasto, obszar wiejski"
040401|Chełmno|04|kujawsko-pomorskie|0404|chełmiński|"gmina miejska"
040402|Chełmno|04|kujawsko-pomorskie|0404|chełmiński|"gmina wiejska"
040403|"Kijewo Królewskie"|04|kujawsko-pomorskie|0404|chełmiński|"gmina wiejska"
040404|Lisewo|04|kujawsko-pomorskie|0404|chełmiński|"gmina wiejska"
040405|"Papowo Biskupie"|04|kujawsko-pomorskie|0404|chełmiński|"gmina wiejska"
040406|Stolno|04|kujawsko-pomorskie|0404|chełmiński|"gmina wiejska"
040407|Unisław|04|kujawsko-pomorskie|0404|chełmiński|"gmina wiejska"
040501|Golub-Dobrzyń|04|kujawsko-pomorskie|0405|golubsko-dobrzyński|"gmina miejska"
040502|Ciechocin|04|kujawsko-pomorskie|0405|golubsko-dobrzyński|"gmina wiejska"
040503|Golub-Dobrzyń|04|kujawsko-pomorskie|0405|golubsko-dobrzyński|"gmina wiejska"
040504|"Kowalewo Pomorskie"|04|kujawsko-pomorskie|0405|golubsko-dobrzyński|"gmina miejsko-wiejska, miasto, obszar wiejski"
040505|Radomin|04|kujawsko-pomorskie|0405|golubsko-dobrzyński|"gmina wiejska"
040506|Zbójno|04|kujawsko-pomorskie|0405|golubsko-dobrzyński|"gmina wiejska"
040601|Grudziądz|04|kujawsko-pomorskie|0406|grudziądzki|"gmina wiejska"
040602|Gruta|04|kujawsko-pomorskie|0406|grudziądzki|"gmina wiejska"
040603|Łasin|04|kujawsko-pomorskie|0406|grudziądzki|"gmina miejsko-wiejska, miasto, obszar wiejski"
040604|"Radzyń Chełmiński"|04|kujawsko-pomorskie|0406|grudziądzki|"gmina miejsko-wiejska, miasto, obszar wiejski"
040605|Rogóźno|04|kujawsko-pomorskie|0406|grudziądzki|"gmina wiejska"
040606|"Świecie nad Osą"|04|kujawsko-pomorskie|0406|grudziądzki|"gmina wiejska"
040701|Inowrocław|04|kujawsko-pomorskie|0407|inowrocławski|"gmina miejska"
040702|"Dąbrowa Biskupia"|04|kujawsko-pomorskie|0407|inowrocławski|"gmina wiejska"
040703|Gniewkowo|04|kujawsko-pomorskie|0407|inowrocławski|"gmina miejsko-wiejska, miasto, obszar wiejski"
040704|Inowrocław|04|kujawsko-pomorskie|0407|inowrocławski|"gmina wiejska"
040705|Janikowo|04|kujawsko-pomorskie|0407|inowrocławski|"gmina miejsko-wiejska, miasto, obszar wiejski"
040706|Kruszwica|04|kujawsko-pomorskie|0407|inowrocławski|"gmina miejsko-wiejska, miasto, obszar wiejski"
040707|Pakość|04|kujawsko-pomorskie|0407|inowrocławski|"gmina miejsko-wiejska, miasto, obszar wiejski"
040708|Rojewo|04|kujawsko-pomorskie|0407|inowrocławski|"gmina wiejska"
040709|"Złotniki Kujawskie"|04|kujawsko-pomorskie|0407|inowrocławski|"gmina wiejska"
040801|Lipno|04|kujawsko-pomorskie|0408|lipnowski|"gmina miejska"
040802|Bobrowniki|04|kujawsko-pomorskie|0408|lipnowski|"gmina wiejska"
040803|Chrostkowo|04|kujawsko-pomorskie|0408|lipnowski|"gmina wiejska"
040804|"Dobrzyń nad Wisłą"|04|kujawsko-pomorskie|0408|lipnowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
040805|Kikół|04|kujawsko-pomorskie|0408|lipnowski|"gmina wiejska"
040806|Lipno|04|kujawsko-pomorskie|0408|lipnowski|"gmina wiejska"
040807|Skępe|04|kujawsko-pomorskie|0408|lipnowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
040808|Tłuchowo|04|kujawsko-pomorskie|0408|lipnowski|"gmina wiejska"
040809|Wielgie|04|kujawsko-pomorskie|0408|lipnowski|"gmina wiejska"
040901|Dąbrowa|04|kujawsko-pomorskie|0409|mogileński|"gmina wiejska"
040902|"Jeziora Wielkie"|04|kujawsko-pomorskie|0409|mogileński|"gmina wiejska"
040903|Mogilno|04|kujawsko-pomorskie|0409|mogileński|"gmina miejsko-wiejska, miasto, obszar wiejski"
040904|Strzelno|04|kujawsko-pomorskie|0409|mogileński|"gmina miejsko-wiejska, miasto, obszar wiejski"
041001|Kcynia|04|kujawsko-pomorskie|0410|nakielski|"gmina miejsko-wiejska, miasto, obszar wiejski"
041002|Mrocza|04|kujawsko-pomorskie|0410|nakielski|"gmina miejsko-wiejska, miasto, obszar wiejski"
041003|"Nakło nad Notecią"|04|kujawsko-pomorskie|0410|nakielski|"gmina miejsko-wiejska, miasto, obszar wiejski"
041004|Sadki|04|kujawsko-pomorskie|0410|nakielski|"gmina wiejska"
041005|Szubin|04|kujawsko-pomorskie|0410|nakielski|"gmina miejsko-wiejska, miasto, obszar wiejski"
041101|Radziejów|04|kujawsko-pomorskie|0411|radziejowski|"gmina miejska"
041102|Bytoń|04|kujawsko-pomorskie|0411|radziejowski|"gmina wiejska"
041103|Dobre|04|kujawsko-pomorskie|0411|radziejowski|"gmina wiejska"
041104|Osięciny|04|kujawsko-pomorskie|0411|radziejowski|"gmina wiejska"
041105|"Piotrków Kujawski"|04|kujawsko-pomorskie|0411|radziejowski|"gmina miejsko-wiejska, miasto, obszar wiejski"
041106|Radziejów|04|kujawsko-pomorskie|0411|radziejowski|"gmina wiejska"
041107|Topólka|04|kujawsko-pomorskie|0411|radziejowski|"gmina wiejska"
041201|Rypin|04|kujawsko-pomorskie|0412|rypiński|"gmina miejska"
041202|Brzuze|04|kujawsko-pomorskie|0412|rypiński|"gmina wiejska"
041203|Rogowo|04|kujawsko-pomorskie|0412|rypiński|"gmina wiejska"
041204|Rypin|04|kujawsko-pomorskie|0412|rypiński|"gmina wiejska"
041205|Skrwilno|04|kujawsko-pomorskie|0412|rypiński|"gmina wiejska"
041206|Wąpielsk|04|kujawsko-pomorskie|0412|rypiński|"gmina wiejska"
041301|"Kamień Krajeński"|04|kujawsko-pomorskie|0413|sępoleński|"gmina miejsko-wiejska, miasto, obszar wiejski"
041302|"Sępólno Krajeńskie"|04|kujawsko-pomorskie|0413|sępoleński|"gmina miejsko-wiejska, miasto, obszar wiejski"
041303|Sośno|04|kujawsko-pomorskie|0413|sępoleński|"gmina wiejska"
041304|Więcbork|04|kujawsko-pomorskie|0413|sępoleński|"gmina miejsko-wiejska, miasto, obszar wiejski"
041401|Bukowiec|04|kujawsko-pomorskie|0414|świecki|"gmina wiejska"
041402|Dragacz|04|kujawsko-pomorskie|0414|świecki|"gmina wiejska"
041403|Drzycim|04|kujawsko-pomorskie|0414|świecki|"gmina wiejska"
041404|Jeżewo|04|kujawsko-pomorskie|0414|świecki|"gmina wiejska"
041405|Lniano|04|kujawsko-pomorskie|0414|świecki|"gmina wiejska"
041406|Nowe|04|kujawsko-pomorskie|0414|świecki|"gmina miejsko-wiejska, miasto, obszar wiejski"
041407|Osie|04|kujawsko-pomorskie|0414|świecki|"gmina wiejska"
041408|Pruszcz|04|kujawsko-pomorskie|0414|świecki|"gmina wiejska"
041409|Świecie|04|kujawsko-pomorskie|0414|świecki|"gmina miejsko-wiejska, miasto, obszar wiejski"
041410|Świekatowo|04|kujawsko-pomorskie|0414|świecki|"gmina wiejska"
041411|Warlubie|04|kujawsko-pomorskie|0414|świecki|"gmina wiejska"
041501|Chełmża|04|kujawsko-pomorskie|0415|toruński|"gmina miejska"
041502|Chełmża|04|kujawsko-pomorskie|0415|toruński|"gmina wiejska"
041503|Czernikowo|04|kujawsko-pomorskie|0415|toruński|"gmina wiejska"
041504|Lubicz|04|kujawsko-pomorskie|0415|toruński|"gmina wiejska"
041505|Łubianka|04|kujawsko-pomorskie|0415|toruński|"gmina wiejska"
041506|Łysomice|04|kujawsko-pomorskie|0415|toruński|"gmina wiejska"
041507|Obrowo|04|kujawsko-pomorskie|0415|toruński|"gmina wiejska"
041508|"Wielka Nieszawka"|04|kujawsko-pomorskie|0415|toruński|"gmina wiejska"
041509|"Zławieś Wielka"|04|kujawsko-pomorskie|0415|toruński|"gmina wiejska"
041601|Cekcyn|04|kujawsko-pomorskie|0416|tucholski|"gmina wiejska"
041602|Gostycyn|04|kujawsko-pomorskie|0416|tucholski|"gmina wiejska"
041603|Kęsowo|04|kujawsko-pomorskie|0416|tucholski|"gmina wiejska"
041604|Lubiewo|04|kujawsko-pomorskie|0416|tucholski|"gmina wiejska"
041605|Śliwice|04|kujawsko-pomorskie|0416|tucholski|"gmina wiejska"
041606|Tuchola|04|kujawsko-pomorskie|0416|tucholski|"gmina miejsko-wiejska, miasto, obszar wiejski"
041701|Wąbrzeźno|04|kujawsko-pomorskie|0417|wąbrzeski|"gmina miejska"
041702|"Dębowa Łąka"|04|kujawsko-pomorskie|0417|wąbrzeski|"gmina wiejska"
041703|Książki|04|kujawsko-pomorskie|0417|wąbrzeski|"gmina wiejska"
041704|Płużnica|04|kujawsko-pomorskie|0417|wąbrzeski|"gmina wiejska"
041705|Wąbrzeźno|04|kujawsko-pomorskie|0417|wąbrzeski|"gmina wiejska"
041801|Kowal|04|kujawsko-pomorskie|0418|włocławski|"gmina miejska"
041802|Baruchowo|04|kujawsko-pomorskie|0418|włocławski|"gmina wiejska"
041803|Boniewo|04|kujawsko-pomorskie|0418|włocławski|"gmina wiejska"
041804|"Brześć Kujawski"|04|kujawsko-pomorskie|0418|włocławski|"gmina miejsko-wiejska, miasto, obszar wiejski"
041805|Choceń|04|kujawsko-pomorskie|0418|włocławski|"gmina wiejska"
041806|Chodecz|04|kujawsko-pomorskie|0418|włocławski|"gmina miejsko-wiejska, miasto, obszar wiejski"
041807|Fabianki|04|kujawsko-pomorskie|0418|włocławski|"gmina wiejska"
